#Kinetic_energy [GeV],Total_st_pw [MeV/m]
2.000E-02,3.528E+02
4.000E-02,2.259E+02
6.000E-02,1.826E+02
8.000E-02,1.613E+02
1.000E-01,1.490E+02
1.200E-01,1.413E+02
1.400E-01,1.361E+02
1.600E-01,1.324E+02
1.800E-01,1.298E+02
2.000E-01,1.279E+02
2.200E-01,1.266E+02
2.400E-01,1.255E+02
2.600E-01,1.248E+02
2.800E-01,1.243E+02
3.000E-01,1.239E+02
3.200E-01,1.237E+02
3.400E-01,1.236E+02
3.600E-01,1.235E+02
3.800E-01,1.235E+02
4.000E-01,1.236E+02
4.200E-01,1.236E+02
4.400E-01,1.238E+02
4.600E-01,1.239E+02
4.800E-01,1.241E+02
5.000E-01,1.243E+02
5.200E-01,1.245E+02
5.400E-01,1.247E+02
5.600E-01,1.249E+02
5.800E-01,1.252E+02
6.000E-01,1.254E+02
6.200E-01,1.257E+02
6.400E-01,1.259E+02
6.600E-01,1.261E+02
6.800E-01,1.264E+02
7.000E-01,1.266E+02
7.200E-01,1.269E+02
7.400E-01,1.271E+02
7.600E-01,1.274E+02
7.800E-01,1.276E+02
8.000E-01,1.279E+02
8.200E-01,1.281E+02
8.400E-01,1.284E+02
8.600E-01,1.286E+02
8.800E-01,1.288E+02
9.000E-01,1.291E+02
9.200E-01,1.293E+02
9.400E-01,1.295E+02
9.600E-01,1.298E+02
9.800E-01,1.300E+02
1.000E+00,1.302E+02
1.020E+00,1.304E+02
1.040E+00,1.307E+02
1.060E+00,1.309E+02
1.080E+00,1.311E+02
1.100E+00,1.313E+02
1.120E+00,1.315E+02
1.140E+00,1.317E+02
1.160E+00,1.319E+02
1.180E+00,1.321E+02
1.200E+00,1.323E+02
1.220E+00,1.325E+02
1.240E+00,1.327E+02
1.260E+00,1.329E+02
1.280E+00,1.331E+02
1.300E+00,1.333E+02
1.320E+00,1.335E+02
1.340E+00,1.336E+02
1.360E+00,1.338E+02
1.380E+00,1.340E+02
1.400E+00,1.342E+02
1.420E+00,1.344E+02
1.440E+00,1.345E+02
1.460E+00,1.347E+02
1.480E+00,1.349E+02
1.500E+00,1.350E+02
1.520E+00,1.352E+02
1.540E+00,1.354E+02
1.560E+00,1.355E+02
1.580E+00,1.357E+02
1.600E+00,1.358E+02
1.620E+00,1.360E+02
1.640E+00,1.361E+02
1.660E+00,1.363E+02
1.680E+00,1.364E+02
1.700E+00,1.366E+02
1.720E+00,1.367E+02
1.740E+00,1.369E+02
1.760E+00,1.370E+02
1.780E+00,1.372E+02
1.800E+00,1.373E+02
1.820E+00,1.375E+02
1.840E+00,1.376E+02
1.860E+00,1.377E+02
1.880E+00,1.379E+02
1.900E+00,1.380E+02
1.920E+00,1.381E+02
1.940E+00,1.383E+02
1.960E+00,1.384E+02
1.980E+00,1.385E+02
2.000E+00,1.387E+02
